proceso,t_s,cpu_pct,rss_mb,hilos,conexiones,cpu_sistema_pct,ram_sistema_pct
contacthub,1.0,63.9,356.0,43,3,0.0,6.7
contacthub,2.0,32.9,355.7,33,5,9.7,6.7
contacthub,3.01,20.9,355.6,30,5,6.5,6.6
contacthub,4.01,20.9,355.6,29,5,11.2,6.6
contacthub,5.01,20.9,355.6,29,5,6.7,6.6
contacthub,6.02,21.9,355.6,29,5,9.7,6.6
contacthub,7.02,61.8,354.5,29,11,19.5,6.6
contacthub,8.02,74.8,353.4,16,1,19.9,6.6
contacthub,9.03,0.0,353.4,16,1,3.2,6.6
contacthub,10.03,77.8,353.6,26,21,21.4,6.6
contacthub,11.03,153.5,346.8,26,1,40.2,6.5
contacthub,12.04,0.0,346.8,26,1,8.0,6.5
contacthub,13.04,0.0,346.8,26,1,0.7,6.5
contacthub,14.04,156.5,347.6,36,31,41.3,6.5
contacthub,15.05,159.2,346.2,36,31,43.3,6.5
contacthub,16.05,52.8,346.3,36,1,13.8,6.5
contacthub,17.05,0.0,346.3,36,1,1.2,6.5
contacthub,18.06,90.7,349.4,46,41,27.9,6.5
contacthub,19.06,164.4,350.5,46,41,41.8,6.5
contacthub,20.07,155.2,348.3,46,41,38.8,6.5
contacthub,21.07,45.8,344.6,46,1,14.6,6.5
contacthub,22.07,1.0,344.6,46,1,1.0,6.5
contacthub,23.08,86.7,353.4,46,51,24.7,6.5
contacthub,24.08,158.4,354.4,49,51,41.4,6.5
contacthub,25.08,156.3,354.5,49,51,41.2,6.5
contacthub,26.09,47.8,354.5,49,1,12.7,6.5
contacthub,27.09,0.0,354.5,49,1,3.5,6.5
contacthub,28.1,10.0,353.4,49,61,6.2,6.5
contacthub,29.1,0.0,353.4,49,61,0.7,6.5
contacthub,30.1,1.0,353.4,49,61,3.0,6.5
contacthub,31.11,0.0,353.4,49,61,2.2,6.6
contacthub,32.11,0.0,353.4,49,61,1.0,6.5
contacthub,33.12,0.0,353.4,49,61,2.7,6.5
contacthub,34.12,0.0,353.4,49,61,1.2,6.5
contacthub,35.12,0.0,353.4,49,61,3.5,6.5
contacthub,36.13,0.0,353.4,49,61,1.0,6.5
contacthub,37.13,0.0,353.4,49,61,1.5,6.5
contacthub,38.14,1.0,353.4,49,61,3.5,6.5
contacthub,39.14,0.0,353.4,49,61,0.3,6.5
contacthub,40.15,0.0,353.4,49,61,1.0,6.5
contacthub,41.15,0.0,353.4,49,61,6.8,6.5
contacthub,42.15,2.0,353.4,49,61,4.3,6.5
contacthub,43.16,0.0,353.4,49,61,1.5,6.5
contacthub,44.16,0.0,353.4,49,61,0.8,6.5
contacthub,45.17,1.0,353.4,49,61,4.2,6.6
contacthub,46.17,0.0,353.4,49,61,1.7,6.5
contacthub,47.17,0.0,353.4,49,61,0.5,6.5
contacthub,48.18,0.0,353.4,49,61,5.9,6.5
contacthub,49.19,0.0,353.4,49,61,0.2,6.5
contacthub,50.19,0.0,353.4,49,61,3.7,6.5
contacthub,51.2,1.0,353.4,49,61,1.2,6.5
contacthub,52.2,0.0,353.4,49,61,1.0,6.5
contacthub,53.2,0.0,353.4,49,61,6.0,6.5
contacthub,54.21,2.0,353.4,49,61,4.8,6.5
contacthub,55.21,0.0,353.4,49,61,0.7,6.5
contacthub,56.22,0.0,353.4,49,61,0.5,6.5
contacthub,57.22,1.0,353.4,49,61,0.5,6.5
contacthub,58.22,107.6,351.8,58,21,28.4,6.5
contacthub,59.23,107.6,352.3,58,3,32.1,6.5
contacthub,60.23,64.8,352.3,58,5,18.2,6.5
contacthub,61.23,94.7,352.3,58,7,25.3,6.5
contacthub,62.24,79.7,352.3,58,8,22.3,6.5
contacthub,63.24,116.6,352.3,58,12,34.2,6.5
contacthub,64.25,119.5,351.3,58,14,31.3,6.5
contacthub,65.25,115.6,351.3,58,14,29.9,6.5
contacthub,66.25,113.6,351.3,58,14,30.6,6.5
contacthub,67.26,47.8,351.3,58,14,14.2,6.5
contacthub,68.26,92.7,340.1,26,14,29.4,6.5
contacthub,69.26,37.9,339.9,19,12,11.7,6.5
contacthub,70.27,76.7,339.9,19,11,22.6,6.5
contacthub,71.27,29.9,339.9,19,11,11.7,6.5
contacthub,72.27,65.7,339.9,19,11,18.3,6.5
contacthub,73.28,81.7,339.9,19,11,23.2,6.5
contacthub,74.28,88.7,339.9,17,11,27.3,6.5
contacthub,75.28,88.6,333.4,16,9,23.7,6.5
contacthub,76.29,82.7,333.4,16,9,23.9,6.5
contacthub,77.29,82.6,333.4,16,10,25.6,6.5
contacthub,78.3,123.6,333.5,24,19,32.9,6.5
contacthub,79.3,122.5,333.6,28,23,34.0,6.5
contacthub,80.3,121.6,333.7,30,25,35.3,6.5
contacthub,81.31,122.6,333.7,30,25,33.3,6.5
contacthub,82.31,123.3,333.9,40,36,35.2,6.5
contacthub,83.32,122.6,334.0,47,51,32.4,6.5
contacthub,84.32,122.5,334.1,48,57,33.7,6.5
contacthub,85.33,119.4,334.1,48,57,34.3,6.6
contacthub,86.33,77.7,335.7,48,3,27.0,6.6
contacthub,87.33,150.5,337.1,48,15,40.7,6.6
contacthub,88.34,174.4,339.6,48,22,48.1,6.6
contacthub,89.34,170.1,339.6,48,38,43.7,6.6
contacthub,90.34,166.3,340.3,48,52,41.9,6.6
contacthub,91.35,165.3,340.7,48,65,42.1,6.6
contacthub,92.35,157.4,341.1,48,77,41.4,6.7
contacthub,93.36,152.0,341.2,48,89,40.7,6.7
contacthub,94.36,161.3,342.1,48,99,41.5,6.7
contacthub,95.37,147.3,342.3,48,114,39.8,6.7
contacthub,96.37,147.3,342.4,47,125,39.1,6.7
contacthub,97.38,136.3,343.4,47,133,34.6,6.7
contacthub,98.38,142.3,362.1,47,148,40.9,6.8
contacthub,99.39,43.6,362.5,47,158,11.8,6.8
contacthub,100.4,1.0,362.5,47,167,3.2,6.8
contacthub,101.4,1.0,362.5,47,176,4.0,6.9
contacthub,102.41,1.0,362.5,47,188,1.5,6.9
contacthub,103.42,1.0,362.5,47,201,3.2,6.9
contacthub,104.42,1.0,362.5,47,201,4.5,6.9
contacthub,105.43,1.0,362.5,47,201,2.7,6.9
contacthub,106.44,0.0,362.5,47,201,3.0,6.9
contacthub,107.44,0.0,362.5,47,201,4.2,6.9
contacthub,108.45,1.0,362.5,47,201,4.0,6.9
contacthub,109.45,0.0,362.5,47,201,3.8,6.9
contacthub,110.46,0.0,362.5,47,201,7.7,6.6
contacthub,111.47,0.0,362.5,47,201,2.5,6.6
contacthub,112.47,0.0,362.5,47,201,4.7,6.7
contacthub,113.48,0.0,362.5,47,201,1.2,6.7
contacthub,114.49,0.0,362.5,47,201,2.0,6.7
contacthub,115.49,2.0,362.5,47,201,5.0,6.7
contacthub,116.5,1.0,362.5,47,201,1.5,6.7
contacthub,117.5,0.0,362.5,47,201,4.3,6.7
contacthub,118.51,3.0,362.5,47,201,4.0,6.7
contacthub,119.51,114.4,362.7,50,201,37.0,6.7
contacthub,120.52,158.0,363.1,50,201,45.2,6.7
contacthub,121.53,152.0,363.5,50,201,41.1,6.7
contacthub,122.54,108.0,365.4,50,200,31.5,6.8
contacthub,123.54,1.0,365.4,50,192,1.5,6.7
contacthub,124.55,0.0,365.4,50,180,1.0,6.7
contacthub,125.55,1.0,365.4,50,168,5.8,6.8
contacthub,126.56,2.0,365.4,50,157,1.2,6.7
contacthub,127.57,0.0,365.4,50,147,0.7,6.7
contacthub,128.57,1.0,365.4,50,137,1.0,6.7
contacthub,129.57,1.0,365.4,50,126,1.0,6.7
contacthub,130.58,1.0,365.4,50,115,1.2,6.7
contacthub,131.58,0.0,365.4,50,108,0.5,6.7
contacthub,132.59,0.0,365.4,50,99,6.2,6.7
contacthub,133.59,0.0,365.4,50,89,4.0,6.6
contacthub,134.6,0.0,365.4,50,89,0.2,6.6
contacthub,135.6,1.0,365.4,50,89,2.0,6.7
contacthub,136.61,0.0,365.4,50,89,2.7,6.7
contacthub,137.61,0.0,365.4,50,89,1.0,6.7
contacthub,138.61,0.0,365.4,50,89,1.3,6.7
contacthub,139.62,0.0,365.4,50,89,3.0,6.7
contacthub,140.62,0.0,365.4,50,89,1.0,6.7
contacthub,141.63,0.0,365.4,50,89,1.7,6.7
contacthub,142.63,2.0,365.4,50,89,4.0,6.7
contacthub,143.64,1.0,365.4,50,89,1.2,6.7
contacthub,144.64,0.0,365.4,50,89,4.2,6.7
contacthub,145.64,0.0,365.4,50,89,0.2,6.7
contacthub,146.65,0.0,365.4,50,89,2.0,6.7
contacthub,147.65,0.0,365.4,50,84,4.0,6.7
contacthub,148.66,9.0,365.4,47,75,3.7,6.7
contacthub,149.66,4.0,365.4,48,55,3.0,6.7
contacthub,150.67,2.0,365.4,48,45,4.5,6.7
contacthub,151.67,1.0,365.4,48,34,0.8,6.7
contacthub,152.67,4.0,365.4,48,23,2.0,6.7
contacthub,153.68,0.0,365.4,48,23,0.5,6.7
contacthub,154.68,1.0,365.4,48,23,0.2,6.7
contacthub,155.69,0.0,365.4,48,23,0.2,6.7
contacthub,156.69,0.0,365.4,48,23,0.8,6.7
contacthub,157.69,0.0,365.4,48,23,0.7,6.7
contacthub,158.7,4.0,365.4,48,23,4.8,6.7
contacthub,159.7,1.0,365.4,48,22,1.2,6.7
contacthub,160.7,0.0,365.4,48,22,1.5,6.8
contacthub,161.71,0.0,365.4,48,22,2.5,6.8
contacthub,162.71,0.0,365.4,48,22,0.5,6.8
contacthub,163.71,0.0,365.4,48,22,2.0,6.8
contacthub,164.72,0.0,365.4,48,22,2.7,6.8
contacthub,165.72,0.0,365.4,48,22,1.3,6.8
contacthub,166.73,0.0,365.4,48,22,3.7,6.8
contacthub,167.73,1.0,365.4,48,22,0.7,6.8
contacthub,168.73,0.0,365.4,48,22,1.0,6.8
contacthub,169.74,0.0,365.4,48,22,3.2,6.8
contacthub,170.74,0.0,365.4,48,22,2.5,6.9
contacthub,171.75,0.0,365.4,48,22,3.2,6.9
contacthub,172.75,0.0,365.4,48,22,0.2,6.9
contacthub,173.76,0.0,365.4,48,22,2.5,6.9
contacthub,174.76,0.0,365.4,48,22,3.7,6.9
contacthub,175.76,1.0,365.4,48,22,1.0,6.9
contacthub,176.77,0.0,365.4,48,22,1.5,6.9
contacthub,177.77,1.0,365.4,48,22,4.5,6.9
contacthub,178.77,4.0,365.4,47,22,1.5,6.9
contacthub,179.78,3.0,365.4,49,21,2.2,6.9
contacthub,180.78,0.0,365.4,49,21,3.2,6.9
contacthub,181.79,2.0,365.4,49,20,0.5,6.9
contacthub,182.79,3.0,365.4,49,20,3.0,6.9
contacthub,183.79,1.0,365.4,49,20,2.5,6.9
contacthub,184.8,0.0,365.4,49,20,2.5,6.9
contacthub,185.8,1.0,365.4,49,20,3.7,7.0
contacthub,186.8,0.0,365.4,49,20,0.5,6.9
contacthub,187.81,0.0,365.4,49,20,2.0,7.0
contacthub,188.81,3.0,365.4,49,19,5.0,7.0
contacthub,189.81,0.0,365.4,49,19,5.2,6.7
contacthub,190.82,0.0,365.4,49,19,0.7,6.7
contacthub,191.82,0.0,365.4,49,19,0.7,6.7
contacthub,192.82,0.0,365.4,49,19,1.0,6.7
contacthub,193.83,0.0,365.4,49,19,2.5,6.7
contacthub,194.83,1.0,365.4,49,19,3.2,6.7
contacthub,195.83,0.0,365.4,49,19,1.5,6.7
contacthub,196.84,0.0,365.4,49,19,1.2,6.7
contacthub,197.84,0.0,365.4,49,19,1.2,6.7
contacthub,198.84,0.0,365.4,49,19,0.3,6.7
contacthub,199.85,0.0,365.4,49,19,1.2,6.7
contacthub,200.85,0.0,365.4,49,19,2.7,6.7
contacthub,201.86,1.0,365.4,49,19,0.7,6.7
contacthub,202.86,0.0,365.4,49,19,3.2,6.7
contacthub,203.86,0.0,365.4,49,19,1.0,6.7
contacthub,204.87,0.0,365.4,49,19,4.3,6.6
contacthub,205.87,0.0,365.4,49,19,0.7,6.6
contacthub,206.87,0.0,365.4,49,19,0.2,6.6
contacthub,207.88,1.0,365.4,49,19,0.3,6.6
contacthub,208.88,4.0,365.4,47,19,1.7,6.6
contacthub,209.88,2.0,365.4,48,18,1.2,6.6
contacthub,210.89,0.0,365.4,48,18,0.5,6.6
contacthub,211.89,2.0,365.4,48,18,1.2,6.6
contacthub,212.89,3.0,365.4,48,17,4.5,6.7
contacthub,213.9,1.0,365.4,48,17,4.0,6.7
contacthub,214.9,0.0,365.4,48,17,4.5,6.8
contacthub,215.9,1.0,365.4,48,17,2.8,6.7
contacthub,216.91,0.0,365.4,48,17,1.0,6.7
contacthub,217.91,0.0,365.4,48,17,2.5,6.7
contacthub,218.91,3.0,365.4,48,16,4.7,6.7
contacthub,219.92,0.0,365.4,48,16,0.5,6.7
contacthub,220.92,0.0,365.4,48,15,4.2,6.7
contacthub,221.92,1.0,365.4,48,14,1.2,6.7
contacthub,222.93,0.0,365.4,48,14,0.7,6.7
contacthub,223.93,0.0,365.4,48,14,1.7,6.7
contacthub,224.93,0.0,365.4,48,14,4.2,6.7
contacthub,225.94,0.0,365.4,48,14,1.0,6.7
contacthub,226.94,0.0,365.4,48,14,5.0,6.7
contacthub,227.94,1.0,365.4,48,14,0.5,6.7
contacthub,228.95,0.0,365.4,48,14,2.5,6.7
contacthub,229.95,0.0,365.4,48,14,3.2,6.7
contacthub,230.95,0.0,365.4,48,14,0.7,6.7
contacthub,231.96,0.0,365.4,48,14,4.0,6.8
contacthub,232.96,0.0,365.4,48,14,0.8,6.8
contacthub,233.96,0.0,365.4,48,14,0.7,6.8
contacthub,234.97,3.0,365.4,48,14,5.5,6.8
contacthub,235.97,0.0,365.4,48,14,0.5,6.8
contacthub,236.97,0.0,365.4,48,14,0.7,6.8
contacthub,237.98,0.0,365.4,48,13,0.5,6.8
contacthub,238.98,92.7,365.4,50,8,21.6,6.8
contacthub,239.98,160.5,365.4,50,5,39.0,6.8
contacthub,240.99,137.6,365.4,50,4,34.3,6.8
contacthub,241.99,2.0,365.4,50,3,1.0,6.8
contacthub,242.99,60.8,365.4,50,2,20.8,6.8
contacthub,244.0,0.0,365.4,50,2,0.8,6.8
contacthub,245.0,0.0,365.4,50,2,2.7,6.8
contacthub,246.0,1.0,365.4,50,2,9.9,6.7
contacthub,247.0,0.0,365.4,50,2,0.5,6.7
contacthub,248.01,0.0,365.4,50,2,1.0,6.7
contacthub,249.01,3.0,365.4,47,1,2.7,6.7
contacthub,250.01,0.0,365.4,47,1,0.7,6.7
contacthub,251.02,0.0,365.4,47,2,2.0,6.7
contacthub,252.02,0.0,365.4,47,2,2.0,6.7
contacthub,253.02,0.0,365.4,47,2,5.5,6.7
contacthub,254.03,0.0,365.4,47,1,2.0,6.8
contacthub,255.03,0.0,365.4,47,1,3.0,6.8
contacthub,256.03,1.0,365.4,47,2,2.0,6.8
contacthub,257.04,0.0,365.4,47,2,1.5,6.8
contacthub,258.04,2.0,365.4,47,2,5.2,6.8
contacthub,259.04,0.0,365.4,47,1,0.7,6.8
contacthub,260.05,0.0,365.4,47,1,5.0,6.8
contacthub,261.05,1.0,365.4,47,2,1.7,6.8
contacthub,262.05,0.0,365.4,47,2,1.5,6.9
contacthub,263.06,0.0,365.4,47,2,3.0,6.9
contacthub,264.06,0.0,365.4,47,1,0.5,6.9
contacthub,265.06,0.0,365.4,47,1,2.5,6.8
contacthub,266.07,2.0,365.4,47,2,4.8,6.9
contacthub,267.07,0.0,365.4,47,2,0.7,6.8
contacthub,268.07,0.0,365.4,47,2,2.2,6.9
contacthub,269.08,5.0,365.4,48,1,4.5,6.9
contacthub,270.08,0.0,365.4,48,1,1.0,6.9
contacthub,271.08,30.5,365.6,49,2,11.6,6.9
contacthub,272.1,175.1,365.6,49,26,47.3,6.9
contacthub,273.1,168.4,365.6,49,51,42.9,6.9
contacthub,274.11,162.4,365.6,49,75,42.7,6.9
contacthub,275.11,153.4,365.7,49,99,42.6,6.9
contacthub,276.11,146.4,365.7,49,114,37.3,6.9
contacthub,277.12,139.3,367.1,49,136,37.0,6.9
contacthub,278.12,68.7,371.4,49,156,22.5,6.9
contacthub,279.13,3.0,371.4,49,173,2.7,6.9
contacthub,280.14,2.0,371.4,49,190,3.2,6.9
contacthub,281.14,1.0,371.4,49,201,5.0,6.9
contacthub,282.15,0.0,371.4,49,201,3.2,7.0
contacthub,283.15,0.0,371.4,49,201,5.2,7.0
contacthub,284.16,0.0,371.4,49,201,8.0,6.8
contacthub,285.16,1.0,371.4,49,201,6.2,6.8
contacthub,286.17,0.0,371.4,49,201,6.9,6.8
contacthub,287.18,0.0,371.4,49,201,6.7,6.8
contacthub,288.19,0.0,371.4,49,201,8.2,6.8
contacthub,289.2,0.0,371.4,49,201,8.6,6.8
contacthub,290.2,0.0,371.4,49,201,10.7,6.8
contacthub,291.21,0.0,371.4,49,201,11.7,6.8
contacthub,292.22,0.0,371.4,49,201,13.0,6.8
contacthub,293.39,0.9,371.4,49,201,16.3,6.8
contacthub,294.4,2.0,371.4,49,201,19.9,6.8
contacthub,295.41,0.0,371.4,49,201,11.8,6.8
contacthub,296.73,0.0,371.4,49,201,18.4,6.8
contacthub,297.76,1.0,371.4,49,201,18.0,6.9
contacthub,299.36,1.3,371.4,48,201,20.5,6.9
contacthub,300.6,0.0,371.4,48,201,19.0,6.9
contacthub,301.61,4.8,371.4,48,186,25.6,6.9
contacthub,303.87,0.9,371.4,48,175,27.8,6.9
contacthub,306.45,1.5,371.4,50,168,27.3,6.9
contacthub,309.31,2.4,371.4,50,156,28.2,6.9
contacthub,311.74,0.0,371.4,50,160,26.6,6.9
contacthub,313.78,0.5,371.4,50,194,28.6,7.0
contacthub,315.8,1.5,371.4,50,201,27.3,7.0
contacthub,318.57,1.1,371.4,50,201,26.3,7.0
contacthub,321.68,0.6,371.4,50,201,27.9,7.0
contacthub,324.88,0.0,371.4,50,201,28.8,6.8
contacthub,328.32,0.3,371.4,50,201,27.8,6.8
contacthub,331.18,10.9,371.4,47,201,31.3,6.8
contacthub,334.61,0.0,371.4,47,201,27.2,6.9
contacthub,337.96,17.0,371.5,49,201,31.1,6.9
contacthub,341.0,0.0,371.5,49,201,27.4,6.9
contacthub,344.27,0.6,371.5,49,201,28.1,6.9
contacthub,347.28,0.3,371.5,49,201,27.8,6.9
contacthub,350.51,0.0,371.5,49,175,27.0,7.0
contacthub,353.21,0.0,371.5,49,175,27.6,7.0
contacthub,356.3,0.3,371.5,49,175,25.7,7.0
contacthub,359.68,0.3,371.4,47,175,25.7,7.0
contacthub,363.05,1.8,371.4,47,175,27.7,6.8
contacthub,366.15,1.3,371.4,48,175,26.4,6.8
contacthub,369.05,2.1,371.4,49,175,26.4,6.8
contacthub,372.34,0.0,371.4,49,175,26.2,6.8
contacthub,375.51,0.3,371.4,49,175,25.8,6.8
contacthub,378.47,0.0,371.4,49,175,25.7,6.8
contacthub,381.62,0.3,371.4,49,175,25.7,6.8
contacthub,384.29,0.0,371.4,49,2,25.7,6.8
contacthub,386.73,0.4,371.4,49,2,25.9,6.8
contacthub,389.33,0.4,371.4,47,2,25.8,6.8
contacthub,392.08,1.8,371.4,47,2,26.2,6.8
contacthub,394.73,0.0,371.4,47,2,27.9,6.8
contacthub,397.56,3.2,371.4,49,2,27.9,6.9
contacthub,400.33,0.0,371.4,49,2,27.3,6.9
contacthub,402.82,0.4,371.4,49,2,27.5,6.9
contacthub,405.28,0.0,371.4,49,2,27.5,6.9
contacthub,407.81,0.4,371.4,49,2,27.2,6.9
contacthub,410.14,0.0,371.4,49,2,26.5,7.0
contacthub,412.58,0.4,371.4,49,2,27.0,7.0
contacthub,414.84,0.4,371.4,49,2,27.7,7.0
contacthub,417.44,0.0,371.4,49,2,27.1,7.0
contacthub,420.07,0.4,371.4,47,2,27.1,7.0
contacthub,422.6,2.4,371.4,48,1,27.9,7.0
contacthub,424.75,0.0,371.4,48,4,28.3,7.1
contacthub,427.17,2.9,371.4,49,4,28.2,7.1
contacthub,429.61,0.4,371.4,49,4,27.4,7.1
contacthub,432.02,0.8,371.4,49,4,30.7,6.9
contacthub,434.44,0.0,371.4,49,4,26.6,6.9
contacthub,436.87,0.0,371.4,49,4,27.0,6.9
contacthub,439.46,0.4,371.4,49,4,27.6,7.0
contacthub,442.07,0.4,371.4,49,4,27.6,6.9
contacthub,444.51,0.0,371.4,49,4,26.9,6.9
contacthub,447.09,0.0,371.4,49,5,27.4,7.0
contacthub,449.66,0.8,371.4,47,5,27.5,7.0
contacthub,452.15,2.0,371.4,48,5,27.9,7.0
contacthub,454.67,0.8,371.4,48,2,27.8,7.0
contacthub,457.25,2.7,371.4,48,2,26.7,7.0
contacthub,458.29,1.0,371.4,48,2,1.5,7.0
contacthub,459.29,0.0,371.4,48,2,1.7,7.0
contacthub,460.3,1.0,371.4,48,2,2.2,7.0
contacthub,461.3,0.0,371.4,48,2,1.7,7.0
contacthub,462.3,0.0,371.4,48,2,0.8,7.0
contacthub,463.31,0.0,371.4,48,2,1.0,7.0
contacthub,464.31,0.0,371.4,48,2,1.0,7.0
contacthub,465.31,0.0,371.4,48,2,4.8,6.8
contacthub,466.32,0.0,371.4,48,2,1.0,6.8
contacthub,467.32,1.0,371.4,48,2,0.5,6.8
contacthub,468.32,0.0,371.4,48,2,0.5,6.8
contacthub,469.33,0.0,371.4,48,2,0.8,6.8
contacthub,470.33,0.0,371.4,48,2,0.7,6.8
contacthub,471.33,0.0,371.4,48,2,0.5,6.8
contacthub,472.33,1.0,371.4,48,2,0.7,6.8
contacthub,473.34,0.0,371.4,48,2,0.3,6.8
contacthub,474.34,0.0,371.4,48,2,0.5,6.8
contacthub,475.34,0.0,371.4,48,2,0.5,6.8
contacthub,476.35,0.0,371.4,48,2,0.3,6.8
contacthub,477.35,0.0,371.4,48,2,0.5,6.8
contacthub,478.35,0.0,371.4,48,2,0.3,6.8
contacthub,479.36,1.0,371.4,47,2,0.7,6.8
contacthub,480.36,0.0,371.4,47,2,0.7,6.8
contacthub,481.36,5.0,371.4,48,2,1.5,6.8
contacthub,482.37,0.0,371.4,48,2,2.0,6.8
contacthub,483.37,0.0,371.4,48,2,3.0,6.9
contacthub,484.37,0.0,371.4,48,2,1.2,6.9
contacthub,485.37,2.0,371.4,48,2,1.7,6.9
contacthub,486.38,1.0,371.4,48,2,2.2,6.8
contacthub,487.38,5.0,371.4,48,1,5.8,6.9
contacthub,488.45,0.0,371.4,48,2,5.6,6.9
contacthub,489.45,1.0,371.4,48,2,1.8,6.9
contacthub,490.45,0.0,371.4,48,2,2.8,6.9
contacthub,491.45,0.0,371.4,48,2,1.7,6.9
contacthub,492.46,0.0,371.4,48,2,0.5,6.9
contacthub,493.46,1.0,371.4,48,2,0.5,6.9
contacthub,494.46,0.0,371.4,48,1,0.5,6.9
contacthub,495.47,0.0,371.4,48,1,0.7,6.9
contacthub,496.47,0.0,371.4,48,2,1.5,6.9
contacthub,497.47,0.0,371.4,48,2,0.5,6.9
contacthub,498.48,0.0,371.4,48,2,2.5,6.9
contacthub,499.48,1.0,371.4,48,1,2.5,6.9
contacthub,500.48,0.0,371.4,48,1,1.2,6.9
contacthub,501.48,0.0,371.4,48,2,2.7,6.9
contacthub,502.49,0.0,371.4,48,2,2.8,6.9
contacthub,503.49,0.0,371.4,48,2,1.5,6.9
contacthub,504.49,1.0,371.4,48,1,3.0,6.9
contacthub,505.5,0.0,371.4,48,1,1.0,6.9
contacthub,506.5,0.0,371.4,48,2,3.5,6.9
contacthub,507.5,0.0,371.4,48,2,3.0,6.9
contacthub,508.51,0.0,371.4,48,2,0.5,6.9
contacthub,509.51,1.0,371.4,47,1,1.8,7.0
contacthub,510.51,3.0,371.4,47,1,4.5,6.9
contacthub,511.51,5.0,371.4,48,2,3.3,6.9
contacthub,512.52,1.0,371.4,48,2,2.0,6.9
contacthub,513.52,0.0,371.4,48,2,2.8,7.0
contacthub,514.52,0.0,371.4,48,1,2.2,7.1
contacthub,515.53,2.0,371.4,48,1,4.0,7.0
contacthub,516.53,2.0,371.4,48,2,2.5,7.0
contacthub,517.53,6.0,371.4,48,2,3.5,7.0
contacthub,518.54,0.0,371.4,48,2,3.5,7.0
contacthub,519.54,0.0,371.4,48,1,0.5,7.0
contacthub,520.54,0.0,371.4,48,1,1.5,7.0
contacthub,521.54,1.0,371.4,48,2,6.5,7.0
contacthub,522.55,1.0,371.4,48,2,1.2,7.0
contacthub,523.55,0.0,371.4,48,2,0.5,7.0
contacthub,524.55,1.0,371.4,48,1,4.5,7.1
contacthub,525.56,0.0,371.4,48,1,0.7,7.0
contacthub,526.56,0.0,371.4,48,2,3.0,7.1
contacthub,527.56,0.0,371.4,48,2,3.0,7.1
contacthub,528.56,0.0,371.4,48,2,0.8,7.1
contacthub,529.57,1.0,371.4,48,1,1.5,7.1
contacthub,530.57,0.0,371.4,48,1,3.5,7.1
contacthub,531.57,0.0,371.4,48,2,1.5,7.1
contacthub,532.58,1.0,371.4,48,2,5.2,7.1
contacthub,533.58,0.0,371.4,48,2,0.5,7.1
contacthub,534.58,0.0,371.4,48,1,1.5,7.1
contacthub,535.59,1.0,371.4,48,1,3.2,7.1
contacthub,536.59,0.0,371.4,48,2,5.5,6.9
contacthub,537.59,0.0,371.4,48,2,1.8,6.9
contacthub,538.6,0.0,371.4,48,2,2.5,6.9
contacthub,539.6,1.0,371.4,47,1,1.0,6.9
contacthub,540.6,0.0,371.4,47,1,2.5,6.9
contacthub,541.6,5.0,371.4,48,2,5.0,6.9
contacthub,542.61,0.0,371.4,48,2,1.0,6.9
contacthub,543.61,0.0,371.4,48,2,1.7,6.9
contacthub,544.61,0.0,371.4,48,1,3.7,6.9
contacthub,545.62,2.0,371.4,48,1,2.2,6.9
contacthub,546.62,3.0,371.4,48,2,6.0,6.9
contacthub,547.62,3.0,371.4,48,2,1.7,6.9
contacthub,548.62,0.0,371.4,48,2,2.0,6.9
contacthub,549.63,0.0,371.4,48,1,3.2,6.9
contacthub,550.63,0.0,371.4,48,1,0.3,6.9
contacthub,551.63,0.0,371.4,48,2,2.8,7.0
contacthub,552.64,0.0,371.4,48,2,1.0,7.0
contacthub,553.64,2.0,371.4,48,2,3.5,7.0
contacthub,554.64,0.0,371.4,48,1,1.0,7.0
contacthub,555.65,1.0,371.4,48,1,3.5,7.0
contacthub,556.65,0.0,371.4,48,2,1.8,7.0
contacthub,557.65,0.0,371.4,48,2,0.5,7.0
contacthub,558.65,0.0,371.4,48,2,1.5,7.0
contacthub,559.66,0.0,371.4,48,1,3.5,7.0
contacthub,560.66,0.0,371.4,48,1,0.5,7.0
contacthub,561.66,0.0,371.4,48,2,2.0,7.0
contacthub,562.67,1.0,371.4,48,2,0.2,7.0
contacthub,563.67,0.0,371.4,48,2,0.2,7.0
contacthub,564.67,1.0,371.4,48,1,0.7,7.0
contacthub,565.68,0.0,371.4,48,1,0.7,7.0
contacthub,566.68,0.0,371.4,48,2,5.0,6.9
contacthub,567.68,0.0,371.4,48,2,0.2,6.8
contacthub,568.68,1.0,371.4,48,2,0.2,6.8
contacthub,569.69,1.0,371.4,47,1,1.0,6.8
contacthub,570.69,1.0,371.4,47,1,1.0,6.8
contacthub,571.69,64.8,371.5,48,2,21.5,6.8
contacthub,572.7,1.0,371.5,48,2,0.5,6.8
contacthub,573.7,0.0,371.5,48,2,1.7,6.8
contacthub,574.7,0.0,371.5,48,1,2.3,6.9
contacthub,575.71,0.0,371.5,48,1,1.0,6.9
contacthub,576.71,17.0,371.5,48,2,6.6,6.9
contacthub,577.71,109.7,371.6,49,1,45.1,6.9
contacthub,578.71,114.7,378.3,49,7,31.3,6.9
contacthub,579.72,122.5,383.0,49,9,32.3,6.9
contacthub,580.72,109.7,388.2,49,9,31.9,7.0
contacthub,581.72,116.7,391.6,49,9,31.5,7.0
contacthub,582.73,127.6,391.8,49,11,33.7,7.0
